time;temp;осадки;ясно;day;month;year;holiday;weekend;prev_day;prev_hour
1.0;28.3;0;1;29;8;2023;0;1;422.759;422.759
2.0;27.7;0;1;29;8;2023;0;1;422.759;422.759
3.0;27.0;0;1;29;8;2023;0;1;422.759;422.759
4.0;25.9;0;1;29;8;2023;0;1;422.759;422.759
5.0;24.9;0;1;29;8;2023;0;1;422.759;422.759
6.0;22.4;0;1;29;8;2023;0;1;422.759;422.759
7.0;22.2;0;1;29;8;2023;0;1;422.759;422.759
8.0;22.0;0;1;29;8;2023;0;1;422.759;422.759
9.0;21.8;0;1;29;8;2023;0;1;422.759;422.759
10.0;21.5;0;1;29;8;2023;0;1;422.759;422.759
11.0;21.2;0;1;29;8;2023;0;1;422.759;422.759
12.0;20.8;0;1;29;8;2023;0;1;422.759;422.759
13.0;20.7;0;0;29;8;2023;0;1;422.759;422.759
14.0;20.9;0;0;29;8;2023;0;1;422.759;422.759
15.0;20.5;0;0;30;8;2023;0;2;422.759;422.759
16.0;22.0;0;0;30;8;2023;0;2;422.759;422.759
17.0;25.3;0;0;30;8;2023;0;2;422.759;422.759
18.0;26.0;0;0;30;8;2023;0;2;422.759;422.759
19.0;26.5;0;0;30;8;2023;0;2;422.759;422.759
20.0;26.4;0;0;30;8;2023;0;2;422.759;422.759
21.0;26.2;0;0;30;8;2023;0;2;422.759;422.759
22.0;26.3;0;0;30;8;2023;0;2;422.759;422.759
23.0;26.4;0;0;30;8;2023;0;2;422.759;422.759
0.0;26.4;0;0;30;8;2023;0;2;422.759;422.759
1.0;26.3;0;0;30;8;2023;0;2;422.759;422.759
2.0;26.0;0;0;30;8;2023;0;2;422.759;422.759
3.0;25.7;0;0;30;8;2023;0;2;422.759;422.759
4.0;25.1;0;0;30;8;2023;0;2;422.759;422.759
5.0;24.3;0;0;30;8;2023;0;2;422.759;422.759
6.0;23.5;0;0;30;8;2023;0;2;422.759;422.759
7.0;22.9;0;0;30;8;2023;0;2;422.759;422.759
8.0;22.3;0;0;30;8;2023;0;2;422.759;422.759
9.0;21.7;0;0;30;8;2023;0;2;422.759;422.759
10.0;21.1;0;0;30;8;2023;0;2;422.759;422.759
11.0;20.6;0;0;30;8;2023;0;2;422.759;422.759
12.0;20.2;0;0;30;8;2023;0;2;422.759;422.759
13.0;19.7;0;0;30;8;2023;0;2;422.759;422.759
14.0;19.2;0;0;30;8;2023;0;2;422.759;422.759
15.0;19.4;0;1;31;8;2023;0;3;422.759;422.759
16.0;21.1;0;1;31;8;2023;0;3;422.759;422.759
17.0;23.6;0;1;31;8;2023;0;3;422.759;422.759
18.0;25.4;0;0;31;8;2023;0;3;422.759;422.759
19.0;26.1;0;0;31;8;2023;0;3;422.759;422.759
20.0;26.1;0;0;31;8;2023;0;3;422.759;422.759
21.0;26.2;0;0;31;8;2023;0;3;422.759;422.759
22.0;26.6;0;0;31;8;2023;0;3;422.759;422.759
23.0;27.0;0;0;31;8;2023;0;3;422.759;422.759
0.0;27.1;0;0;31;8;2023;0;3;422.759;422.759
1.0;26.9;0;0;31;8;2023;0;3;422.759;422.759
2.0;26.5;0;0;31;8;2023;0;3;422.759;422.759
3.0;25.8;0;0;31;8;2023;0;3;422.759;422.759
4.0;24.8;0;0;31;8;2023;0;3;422.759;422.759
5.0;23.5;0;0;31;8;2023;0;3;422.759;422.759
6.0;22.5;0;0;31;8;2023;0;3;422.759;422.759
7.0;21.9;0;0;31;8;2023;0;3;422.759;422.759
8.0;21.6;0;0;31;8;2023;0;3;422.759;422.759
9.0;21.3;0;0;31;8;2023;0;3;422.759;422.759
10.0;21.0;0;0;31;8;2023;0;3;422.759;422.759
11.0;20.7;0;0;31;8;2023;0;3;422.759;422.759
12.0;20.6;0;0;31;8;2023;0;3;422.759;422.759
13.0;20.4;0;0;31;8;2023;0;3;422.759;422.759
14.0;19.7;0;0;31;8;2023;0;3;422.759;422.759
15.0;19.9;0;0;1;9;2023;0;4;422.759;422.759
16.0;21.8;0;0;1;9;2023;0;4;422.759;422.759
17.0;24.6;0;0;1;9;2023;0;4;422.759;422.759
18.0;26.9;0;1;1;9;2023;0;4;422.759;422.759
19.0;28.2;0;1;1;9;2023;0;4;422.759;422.759
20.0;28.9;0;1;1;9;2023;0;4;422.759;422.759
21.0;29.4;0;1;1;9;2023;0;4;422.759;422.759
22.0;29.7;0;1;1;9;2023;0;4;422.759;422.759
23.0;29.8;0;1;1;9;2023;0;4;422.759;422.759
0.0;29.6;0;1;1;9;2023;0;4;422.759;422.759
1.0;29.2;0;1;1;9;2023;0;4;422.759;422.759
2.0;28.6;0;1;1;9;2023;0;4;422.759;422.759
3.0;27.5;0;0;1;9;2023;0;4;422.759;422.759
4.0;25.8;0;0;1;9;2023;0;4;422.759;422.759
5.0;23.7;0;0;1;9;2023;0;4;422.759;422.759
6.0;22.0;0;0;1;9;2023;0;4;422.759;422.759
7.0;21.1;0;0;1;9;2023;0;4;422.759;422.759
8.0;20.6;0;0;1;9;2023;0;4;422.759;422.759
9.0;20.2;0;0;1;9;2023;0;4;422.759;422.759
10.0;19.9;0;0;1;9;2023;0;4;422.759;422.759
11.0;19.7;0;1;1;9;2023;0;4;422.759;422.759
12.0;19.5;0;1;1;9;2023;0;4;422.759;422.759
13.0;19.1;0;1;1;9;2023;0;4;422.759;422.759
14.0;18.8;0;1;1;9;2023;0;4;422.759;422.759
15.0;19.4;0;1;2;9;2023;0;5;422.759;422.759
16.0;22.0;0;1;2;9;2023;0;5;422.759;422.759
17.0;25.6;0;1;2;9;2023;0;5;422.759;422.759
18.0;28.4;0;1;2;9;2023;0;5;422.759;422.759
19.0;29.6;0;1;2;9;2023;0;5;422.759;422.759
20.0;30.1;0;1;2;9;2023;0;5;422.759;422.759
21.0;30.3;0;1;2;9;2023;0;5;422.759;422.759
22.0;30.5;0;1;2;9;2023;0;5;422.759;422.759
23.0;30.4;0;1;2;9;2023;0;5;422.759;422.759
0.0;30.1;0;1;2;9;2023;0;5;422.759;422.759
1.0;29.3;0;0;2;9;2023;0;5;422.759;422.759
2.0;28.2;0;0;2;9;2023;0;5;422.759;422.759
3.0;26.9;0;0;2;9;2023;0;5;422.759;422.759
4.0;25.4;0;0;2;9;2023;0;5;422.759;422.759
5.0;23.7;0;0;2;9;2023;0;5;422.759;422.759
6.0;22.4;0;0;2;9;2023;0;5;422.759;422.759
7.0;21.5;0;0;2;9;2023;0;5;422.759;422.759
8.0;21.0;0;0;2;9;2023;0;5;422.759;422.759
