time;target;temp;осадки;ясно;day;month;year
11.0;595.013;5.3;0;0;8;1;2019
12.0;609.145;5.8;1;0;8;1;2019
13.0;612.296;5.8;1;0;8;1;2019
14.0;607.071;6.2;0;0;8;1;2019
15.0;600.974;6.4;0;0;8;1;2019
16.0;601.415;6.1;0;0;8;1;2019
17.0;612.895;5.5;0;0;8;1;2019
18.0;636.366;5.0;0;0;8;1;2019
19.0;634.726;4.7;0;0;8;1;2019
20.0;623.147;4.4;1;0;8;1;2019
21.0;613.715;4.0;0;0;8;1;2019
22.0;596.404;4.0;1;0;8;1;2019
23.0;565.146;3.6;0;0;8;1;2019
0.0;526.586;3.1;1;0;9;1;2019
1.0;490.225;2.7;1;0;9;1;2019
2.0;462.781;2.3;1;0;9;1;2019
3.0;451.526;1.8;1;0;9;1;2019
4.0;443.968;1.3;1;0;9;1;2019
5.0;444.199;1.1;1;0;9;1;2019
6.0;458.953;1.0;1;0;9;1;2019
7.0;500.528;0.9;1;0;9;1;2019
8.0;551.167;0.8;1;0;9;1;2019
9.0;601.595;0.6;1;0;9;1;2019
10.0;631.373;0.5;0;0;9;1;2019
11.0;645.058;0.8;0;0;9;1;2019
12.0;654.405;1.0;0;0;9;1;2019
13.0;645.4;1.3;0;0;9;1;2019
14.0;645.871;1.6;0;0;9;1;2019
15.0;645.326;1.9;0;0;9;1;2019
16.0;647.48;2.0;0;0;9;1;2019
17.0;658.086;2.0;0;0;9;1;2019
18.0;672.968;0.8;0;0;9;1;2019
19.0;670.093;-0.1;0;0;9;1;2019
20.0;655.441;-0.0;0;0;9;1;2019
21.0;638.735;1.3;0;0;9;1;2019
22.0;618.185;2.2;0;0;9;1;2019
23.0;589.581;2.1;0;0;9;1;2019
0.0;545.578;2.7;0;0;10;1;2019
1.0;510.644;3.5;1;0;10;1;2019
2.0;485.467;3.6;0;0;10;1;2019
3.0;472.903;3.9;0;0;10;1;2019
4.0;467.98;3.8;0;0;10;1;2019
5.0;469.934;4.6;0;0;10;1;2019
6.0;482.395;4.6;0;0;10;1;2019
7.0;521.776;4.8;0;0;10;1;2019
8.0;574.337;5.0;0;0;10;1;2019
9.0;622.522;5.4;0;0;10;1;2019
10.0;649.928;6.5;0;0;10;1;2019
11.0;664.014;7.2;0;0;10;1;2019
12.0;664.645;7.8;0;0;10;1;2019
13.0;655.043;8.2;0;0;10;1;2019
14.0;652.127;8.6;0;0;10;1;2019
15.0;649.644;8.8;0;0;10;1;2019
16.0;651.758;8.7;0;0;10;1;2019
17.0;660.28;8.6;1;0;10;1;2019
18.0;683.453;8.8;0;0;10;1;2019
19.0;685.519;9.1;0;0;10;1;2019
20.0;672.299;9.5;0;0;10;1;2019
21.0;656.303;9.7;0;0;10;1;2019
22.0;635.898;9.6;1;0;10;1;2019
23.0;605.397;9.6;0;0;10;1;2019
0.0;562.44;9.5;0;0;11;1;2019
1.0;526.955;9.5;0;0;11;1;2019
2.0;502.451;9.5;0;0;11;1;2019
3.0;491.572;9.4;1;0;11;1;2019
4.0;482.96;9.3;1;0;11;1;2019
5.0;484.816;9.2;1;0;11;1;2019
6.0;496.701;9.4;1;0;11;1;2019
7.0;541.2;9.4;0;0;11;1;2019
8.0;592.857;9.7;0;0;11;1;2019
9.0;638.386;9.8;0;0;11;1;2019
10.0;666.349;10.4;0;0;11;1;2019
11.0;676.86;11.0;0;0;11;1;2019
12.0;678.31;11.4;0;0;11;1;2019
13.0;668.341;11.5;0;0;11;1;2019
14.0;669.553;11.4;0;0;11;1;2019
15.0;669.468;11.3;0;0;11;1;2019
16.0;669.417;11.0;0;0;11;1;2019
17.0;675.894;10.7;0;0;11;1;2019
18.0;692.44;10.4;0;0;11;1;2019
19.0;683.429;10.3;0;0;11;1;2019
20.0;665.508;10.0;0;0;11;1;2019
21.0;648.204;9.7;0;0;11;1;2019
22.0;627.275;9.6;0;0;11;1;2019
23.0;594.909;9.6;0;0;11;1;2019
0.0;551.422;9.5;1;0;12;1;2019
1.0;512.523;9.4;1;0;12;1;2019
2.0;487.669;9.1;1;0;12;1;2019
3.0;473.608;8.8;1;0;12;1;2019
4.0;461.974;7.9;1;0;12;1;2019
5.0;459.145;7.8;1;0;12;1;2019
6.0;464.982;7.6;1;0;12;1;2019
7.0;487.9;7.1;0;0;12;1;2019
8.0;517.076;6.7;0;0;12;1;2019
9.0;553.876;6.3;0;0;12;1;2019
10.0;586.818;6.2;0;0;12;1;2019
11.0;611.035;6.4;0;0;12;1;2019
12.0;616.155;6.5;0;0;12;1;2019
13.0;609.754;6.5;0;0;12;1;2019
14.0;606.657;6.4;0;0;12;1;2019
15.0;603.685;6.2;0;0;12;1;2019
16.0;603.731;6.0;0;0;12;1;2019
17.0;615.753;5.9;0;0;12;1;2019
18.0;644.929;5.8;0;0;12;1;2019
19.0;644.475;5.8;1;0;12;1;2019
20.0;628.908;5.9;1;0;12;1;2019
21.0;613.957;5.9;1;0;12;1;2019
22.0;596.543;5.6;1;0;12;1;2019
23.0;570.264;5.7;1;0;12;1;2019
0.0;533.876;5.8;1;0;13;1;2019
1.0;497.263;5.9;1;0;13;1;2019
2.0;471.731;5.8;1;0;13;1;2019
3.0;457.084;5.7;1;0;13;1;2019
4.0;447.771;5.5;1;0;13;1;2019
5.0;444.988;5.3;1;0;13;1;2019
6.0;446.747;5.0;1;0;13;1;2019
7.0;462.856;4.9;1;0;13;1;2019
8.0;486.281;4.7;1;0;13;1;2019
9.0;515.416;4.7;1;0;13;1;2019
10.0;548.825;5.4;1;0;13;1;2019
11.0;580.672;5.0;0;0;13;1;2019
12.0;593.523;5.2;0;0;13;1;2019
13.0;597.763;5.5;0;0;13;1;2019
14.0;593.608;6.0;0;0;13;1;2019
15.0;594.079;6.3;0;0;13;1;2019
16.0;597.704;6.1;0;0;13;1;2019
17.0;605.235;5.8;0;0;13;1;2019
18.0;634.792;5.1;0;0;13;1;2019
19.0;632.769;4.5;0;0;13;1;2019
20.0;625.473;3.5;0;0;13;1;2019
21.0;615.133;3.2;0;0;13;1;2019
22.0;594.73;3.0;0;0;13;1;2019
23.0;560.43;3.0;0;0;13;1;2019
0.0;515.933;2.6;0;0;14;1;2019
1.0;476.292;2.5;0;0;14;1;2019
2.0;452.981;2.1;0;0;14;1;2019
3.0;441.695;2.4;0;0;14;1;2019
4.0;438.832;2.8;0;0;14;1;2019
5.0;444.297;3.4;0;0;14;1;2019
6.0;462.947;3.9;1;0;14;1;2019
7.0;508.093;4.3;1;0;14;1;2019
8.0;567.234;4.7;1;0;14;1;2019
9.0;614.285;5.0;1;0;14;1;2019
10.0;643.266;6.3;1;0;14;1;2019
11.0;656.404;6.2;1;0;14;1;2019
12.0;655.062;6.3;1;0;14;1;2019
13.0;647.662;6.7;1;0;14;1;2019
14.0;644.578;7.8;1;0;14;1;2019
15.0;640.213;8.3;1;0;14;1;2019
16.0;640.015;8.5;1;0;14;1;2019
17.0;643.296;8.5;1;0;14;1;2019
18.0;666.709;8.7;1;0;14;1;2019
19.0;668.863;8.9;1;0;14;1;2019
20.0;653.594;9.1;1;0;14;1;2019
21.0;636.024;9.2;1;0;14;1;2019
22.0;619.25;8.7;1;0;14;1;2019
23.0;585.432;8.6;1;0;14;1;2019
0.0;539.956;8.5;1;0;15;1;2019
1.0;500.713;8.6;1;0;15;1;2019
2.0;478.251;8.4;1;0;15;1;2019
3.0;466.489;8.3;1;0;15;1;2019
4.0;462.596;8.3;1;0;15;1;2019
5.0;464.175;8.3;0;0;15;1;2019
6.0;475.822;8.4;0;0;15;1;2019
7.0;521.317;8.3;1;0;15;1;2019
8.0;581.767;8.2;0;0;15;1;2019
9.0;622.777;8.4;0;0;15;1;2019
10.0;646.712;9.3;0;0;15;1;2019
11.0;657.403;10.1;0;0;15;1;2019
12.0;656.1;10.7;0;0;15;1;2019
13.0;649.221;11.1;0;0;15;1;2019
14.0;645.381;11.5;0;0;15;1;2019
15.0;644.725;11.5;0;0;15;1;2019
16.0;644.097;11.5;1;0;15;1;2019
17.0;644.426;11.8;1;0;15;1;2019
18.0;666.675;11.9;1;0;15;1;2019
19.0;666.014;11.7;1;0;15;1;2019
20.0;652.486;11.5;1;0;15;1;2019
21.0;640.995;11.4;1;0;15;1;2019
22.0;621.91;10.4;1;0;15;1;2019
23.0;588.595;10.0;1;0;15;1;2019
0.0;543.942;9.4;1;0;16;1;2019
1.0;502.007;10.0;1;0;16;1;2019
2.0;480.259;10.9;1;0;16;1;2019
3.0;468.035;12.0;1;0;16;1;2019
4.0;462.163;12.0;1;0;16;1;2019
5.0;464.27;11.3;1;0;16;1;2019
6.0;481.208;11.4;1;0;16;1;2019
7.0;525.927;10.2;1;0;16;1;2019
8.0;582.542;7.8;1;0;16;1;2019
9.0;616.275;4.8;1;0;16;1;2019
10.0;640.63;1.5;1;0;16;1;2019
11.0;650.671;1.5;0;0;16;1;2019
12.0;646.196;1.8;0;0;16;1;2019
13.0;633.629;2.2;0;0;16;1;2019
14.0;636.179;2.4;0;0;16;1;2019
15.0;636.37;2.5;0;0;16;1;2019
16.0;640.059;2.5;0;0;16;1;2019
17.0;644.681;2.5;0;0;16;1;2019
18.0;662.912;2.3;0;0;16;1;2019
19.0;660.033;2.3;0;0;16;1;2019
20.0;648.466;2.1;0;0;16;1;2019
21.0;633.047;2.0;0;0;16;1;2019
22.0;611.44;2.0;0;0;16;1;2019
23.0;577.663;1.8;0;0;16;1;2019
0.0;532.551;1.5;0;0;17;1;2019
1.0;495.713;1.3;0;0;17;1;2019
2.0;470.183;1.0;0;0;17;1;2019
3.0;461.196;0.9;0;0;17;1;2019
4.0;454.556;1.3;0;0;17;1;2019
5.0;455.094;1.5;0;0;17;1;2019
6.0;469.081;1.8;0;0;17;1;2019
7.0;515.752;2.1;0;0;17;1;2019
8.0;573.488;2.1;0;0;17;1;2019
9.0;615.922;2.3;0;1;17;1;2019
10.0;640.119;3.5;0;1;17;1;2019
11.0;655.269;4.2;0;1;17;1;2019
12.0;654.465;5.0;0;1;17;1;2019
13.0;648.621;5.3;0;1;17;1;2019
14.0;647.037;5.4;0;1;17;1;2019
15.0;641.591;5.2;0;1;17;1;2019
16.0;640.469;4.6;0;1;17;1;2019
17.0;641.666;3.7;0;1;17;1;2019
18.0;661.91;2.8;0;1;17;1;2019
19.0;663.808;2.2;0;1;17;1;2019
20.0;650.587;1.8;0;1;17;1;2019
21.0;635.972;1.6;0;1;17;1;2019
22.0;613.094;0.9;0;1;17;1;2019
23.0;572.143;0.9;0;1;17;1;2019
0.0;526.917;0.5;0;1;18;1;2019
1.0;490.388;-0.2;0;1;18;1;2019
2.0;467.882;1.2;0;1;18;1;2019
3.0;455.687;2.9;0;0;18;1;2019
4.0;450.173;3.7;0;0;18;1;2019
5.0;455.806;4.4;0;0;18;1;2019
6.0;477.044;4.7;0;0;18;1;2019
7.0;523.863;4.9;0;0;18;1;2019
8.0;580.95;5.0;0;0;18;1;2019
9.0;620.299;5.5;0;0;18;1;2019
10.0;644.353;6.2;0;0;18;1;2019
11.0;655.443;6.8;0;0;18;1;2019
12.0;651.497;7.3;0;0;18;1;2019
13.0;640.544;7.3;0;0;18;1;2019
14.0;640.996;7.2;0;0;18;1;2019
15.0;644.023;7.4;0;0;18;1;2019
16.0;639.15;7.0;0;0;18;1;2019
17.0;639.249;6.6;0;0;18;1;2019
18.0;659.108;6.3;0;1;18;1;2019
19.0;665.146;6.2;0;0;18;1;2019
20.0;651.35;6.2;0;0;18;1;2019
21.0;633.403;6.1;0;0;18;1;2019
22.0;617.398;6.0;0;0;18;1;2019
23.0;587.574;5.9;0;1;18;1;2019
0.0;545.266;5.8;0;1;19;1;2019
1.0;510.749;5.7;0;0;19;1;2019
2.0;484.022;5.7;0;0;19;1;2019
3.0;469.086;5.8;0;0;19;1;2019
4.0;461.474;5.8;0;0;19;1;2019
5.0;458.568;5.8;0;0;19;1;2019
6.0;464.743;5.8;0;0;19;1;2019
7.0;486.408;5.9;0;0;19;1;2019
8.0;518.016;6.0;0;0;19;1;2019
9.0;557.298;6.4;0;0;19;1;2019
10.0;590.561;6.9;0;0;19;1;2019
11.0;611.938;7.4;0;0;19;1;2019
12.0;617.558;7.7;0;0;19;1;2019
13.0;610.643;7.8;0;0;19;1;2019
14.0;603.866;7.9;0;0;19;1;2019
15.0;599.615;7.9;0;0;19;1;2019
16.0;600.633;7.9;0;0;19;1;2019
17.0;606.341;7.7;0;0;19;1;2019
18.0;640.068;7.5;0;0;19;1;2019
19.0;642.981;7.5;0;0;19;1;2019
20.0;631.389;7.6;0;0;19;1;2019
21.0;614.786;7.7;0;0;19;1;2019
22.0;598.455;7.3;0;0;19;1;2019
23.0;572.046;7.4;1;0;19;1;2019
0.0;536.856;7.5;1;0;20;1;2019
1.0;502.079;7.3;1;0;20;1;2019
2.0;478.04;7.0;1;0;20;1;2019
3.0;464.489;6.9;1;0;20;1;2019
4.0;456.643;6.4;1;0;20;1;2019
5.0;453.061;6.1;1;0;20;1;2019
6.0;457.723;5.9;1;0;20;1;2019
7.0;471.649;5.3;1;0;20;1;2019
8.0;494.315;5.2;1;0;20;1;2019
9.0;524.231;5.3;1;0;20;1;2019
10.0;559.663;5.8;1;0;20;1;2019
11.0;592.342;5.8;0;0;20;1;2019
12.0;605.381;6.4;0;0;20;1;2019
13.0;604.601;6.8;0;0;20;1;2019
14.0;601.454;7.4;0;0;20;1;2019
15.0;599.544;7.7;0;0;20;1;2019
16.0;606.955;7.6;0;0;20;1;2019
17.0;612.563;7.4;0;0;20;1;2019
18.0;636.383;7.2;0;0;20;1;2019
19.0;643.333;7.2;0;0;20;1;2019
20.0;635.322;7.3;0;0;20;1;2019
21.0;625.871;7.2;0;0;20;1;2019
22.0;608.506;7.3;0;0;20;1;2019
23.0;576.21;7.4;0;1;20;1;2019
0.0;533.184;7.5;0;1;21;1;2019
1.0;498.006;7.4;0;1;21;1;2019
2.0;474.611;7.3;0;1;21;1;2019
3.0;464.183;7.2;0;1;21;1;2019
4.0;457.621;7.3;0;1;21;1;2019
5.0;459.413;7.4;0;1;21;1;2019
6.0;476.972;7.6;0;1;21;1;2019
7.0;524.887;7.8;0;1;21;1;2019
8.0;584.845;7.9;0;1;21;1;2019
9.0;626.658;8.6;0;1;21;1;2019
10.0;655.85;9.4;0;1;21;1;2019
11.0;670.741;10.1;0;1;21;1;2019
12.0;668.803;10.6;0;1;21;1;2019
13.0;659.734;10.8;0;0;21;1;2019
14.0;658.732;10.7;0;0;21;1;2019
15.0;657.238;10.5;0;1;21;1;2019
16.0;661.157;10.1;0;1;21;1;2019
17.0;660.429;9.5;1;1;21;1;2019
18.0;674.175;9.1;1;0;21;1;2019
19.0;675.1;8.8;1;0;21;1;2019
20.0;661.597;8.5;1;0;21;1;2019
21.0;649.333;8.2;1;0;21;1;2019
22.0;627.812;8.0;1;0;21;1;2019
23.0;592.759;7.9;1;0;21;1;2019
0.0;546.601;7.3;1;0;22;1;2019
1.0;508.166;7.2;1;0;22;1;2019
2.0;485.543;7.0;1;0;22;1;2019
3.0;473.236;7.1;1;0;22;1;2019
4.0;467.938;6.6;1;0;22;1;2019
5.0;469.496;6.2;0;0;22;1;2019
6.0;485.557;5.8;0;0;22;1;2019
7.0;533.283;5.3;0;0;22;1;2019
8.0;591.265;4.8;0;0;22;1;2019
9.0;631.895;4.7;0;0;22;1;2019
10.0;660.76;4.6;0;0;22;1;2019
11.0;665.577;4.5;0;0;22;1;2019
12.0;663.233;4.3;0;0;22;1;2019
13.0;652.053;4.3;0;0;22;1;2019
14.0;651.37;4.2;0;0;22;1;2019
15.0;649.935;4.2;0;0;22;1;2019
16.0;648.22;4.0;0;0;22;1;2019
17.0;648.93;3.8;0;0;22;1;2019
18.0;668.847;3.5;0;0;22;1;2019
19.0;684.876;3.3;0;0;22;1;2019
20.0;672.522;3.3;0;0;22;1;2019
21.0;659.983;3.2;0;0;22;1;2019
22.0;637.614;3.5;0;0;22;1;2019
23.0;602.714;3.8;0;0;22;1;2019
0.0;559.781;4.1;0;0;23;1;2019
1.0;523.152;4.3;0;0;23;1;2019
2.0;498.788;4.5;0;0;23;1;2019
3.0;486.437;4.7;0;0;23;1;2019
4.0;481.189;5.0;0;0;23;1;2019
5.0;482.263;5.2;0;0;23;1;2019
6.0;500.803;5.3;0;0;23;1;2019
7.0;550.495;5.6;0;0;23;1;2019
8.0;611.137;5.7;0;0;23;1;2019
9.0;650.773;6.1;0;0;23;1;2019
10.0;682.139;7.0;0;0;23;1;2019
11.0;692.705;8.3;0;0;23;1;2019
12.0;688.794;9.1;0;0;23;1;2019
13.0;670.35;9.6;0;0;23;1;2019
14.0;662.482;10.1;0;0;23;1;2019
15.0;659.108;10.3;0;0;23;1;2019
16.0;660.511;10.0;0;0;23;1;2019
17.0;658.353;9.7;0;0;23;1;2019
18.0;679.183;9.4;0;0;23;1;2019
19.0;694.077;9.6;0;0;23;1;2019
20.0;681.693;10.0;0;1;23;1;2019
21.0;669.869;10.4;0;1;23;1;2019
22.0;648.119;10.6;0;0;23;1;2019
23.0;614.727;10.9;0;0;23;1;2019
0.0;567.896;10.9;0;0;24;1;2019
1.0;528.417;11.0;0;0;24;1;2019
2.0;505.977;11.2;0;0;24;1;2019
3.0;498.0;11.2;0;0;24;1;2019
4.0;491.876;11.3;0;0;24;1;2019
5.0;493.395;11.3;0;1;24;1;2019
6.0;510.758;11.2;0;1;24;1;2019
7.0;561.231;11.1;0;1;24;1;2019
8.0;624.817;11.1;0;1;24;1;2019
9.0;664.008;11.2;0;1;24;1;2019
10.0;693.076;12.1;0;0;24;1;2019
11.0;706.64;12.8;0;0;24;1;2019
12.0;700.189;13.3;0;1;24;1;2019
13.0;685.058;13.5;0;0;24;1;2019
14.0;679.882;13.3;0;0;24;1;2019
15.0;672.849;13.0;0;0;24;1;2019
16.0;668.348;12.5;0;0;24;1;2019
17.0;670.022;12.1;0;0;24;1;2019
18.0;691.116;12.0;0;0;24;1;2019
19.0;708.672;11.9;0;0;24;1;2019
20.0;697.296;11.9;0;1;24;1;2019
21.0;681.251;12.0;0;1;24;1;2019
22.0;658.544;11.4;0;0;24;1;2019
23.0;621.699;11.5;0;0;24;1;2019
0.0;576.305;11.6;0;0;25;1;2019
1.0;537.491;11.7;0;0;25;1;2019
2.0;515.493;11.8;0;0;25;1;2019
3.0;504.864;12.1;0;0;25;1;2019
4.0;498.515;12.3;0;0;25;1;2019
5.0;501.371;12.3;0;0;25;1;2019
6.0;517.402;12.3;1;0;25;1;2019
7.0;566.477;12.2;0;0;25;1;2019
8.0;624.913;12.1;0;0;25;1;2019
9.0;669.737;12.2;0;0;25;1;2019
10.0;699.763;12.5;0;0;25;1;2019
11.0;710.456;12.9;0;0;25;1;2019
12.0;707.411;13.2;0;0;25;1;2019
13.0;695.826;13.0;0;0;25;1;2019
14.0;692.695;12.5;0;0;25;1;2019
15.0;689.304;12.3;0;0;25;1;2019
16.0;686.633;12.3;0;0;25;1;2019
17.0;685.105;11.7;0;0;25;1;2019
18.0;700.315;11.2;0;0;25;1;2019
19.0;708.291;10.5;0;0;25;1;2019
20.0;692.1;9.7;0;1;25;1;2019
21.0;676.906;9.0;0;1;25;1;2019
22.0;657.676;9.1;0;1;25;1;2019
23.0;623.894;8.9;0;1;25;1;2019
0.0;578.847;8.8;0;1;26;1;2019
1.0;538.638;8.8;0;1;26;1;2019
2.0;512.829;8.9;0;1;26;1;2019
3.0;500.753;9.0;0;1;26;1;2019
4.0;494.79;9.1;0;1;26;1;2019
5.0;492.585;9.1;0;0;26;1;2019
