time;target;temp;осадки;ясно;day;month;year;holiday;weekend;prev_day;prev_hour
8.0;455.493;8.3;0;0;3;1;2019;1;3;424.891;427.568
9.0;488.607;8.3;0;0;3;1;2019;1;3;450.377;455.493
10.0;518.654;8.2;0;0;3;1;2019;1;3;475.445;488.607
11.0;550.468;8.4;0;0;3;1;2019;1;3;509.816;518.654
12.0;562.022;9.7;1;0;3;1;2019;1;3;526.491;550.468
13.0;559.561;9.5;1;0;3;1;2019;1;3;525.171;562.022
14.0;556.841;8.4;0;0;3;1;2019;1;3;521.867;559.561
15.0;553.016;8.9;0;0;3;1;2019;1;3;520.315;556.841
16.0;551.865;9.7;0;0;3;1;2019;1;3;525.992;553.016
17.0;566.031;8.3;0;0;3;1;2019;1;3;538.607;551.865
18.0;596.467;7.1;1;0;3;1;2019;1;3;556.317;566.031
19.0;593.502;7.1;1;0;3;1;2019;1;3;547.679;596.467
20.0;583.89;7.4;1;0;3;1;2019;1;3;542.323;593.502
21.0;574.923;7.4;0;0;3;1;2019;1;3;539.041;583.89
22.0;560.805;7.1;1;0;3;1;2019;1;3;528.386;574.923
23.0;538.755;6.3;1;0;3;1;2019;1;3;508.758;560.805
0.0;506.119;6.5;0;0;4;1;2019;1;4;479.831;538.755
1.0;473.726;7.0;0;0;4;1;2019;1;4;450.047;506.119
2.0;449.395;7.2;0;0;4;1;2019;1;4;428.649;473.726
3.0;435.532;7.5;0;0;4;1;2019;1;4;415.287;449.395
4.0;427.882;7.8;0;0;4;1;2019;1;4;406.705;435.532
5.0;426.407;8.3;0;0;4;1;2019;1;4;404.198;427.882
6.0;433.644;8.8;0;0;4;1;2019;1;4;412.379;426.407
7.0;449.355;8.9;1;0;4;1;2019;1;4;427.568;433.644
8.0;477.349;8.9;1;0;4;1;2019;1;4;455.493;449.355
9.0;518.861;9.2;1;0;4;1;2019;1;4;488.607;477.349
10.0;550.57;9.4;0;0;4;1;2019;1;4;518.654;518.861
11.0;581.451;9.0;1;0;4;1;2019;1;4;550.468;550.57
12.0;593.408;9.0;1;0;4;1;2019;1;4;562.022;581.451
13.0;589.397;9.6;1;0;4;1;2019;1;4;559.561;593.408
14.0;584.555;10.6;1;0;4;1;2019;1;4;556.841;589.397
15.0;580.159;10.7;0;0;4;1;2019;1;4;553.016;584.555
16.0;577.593;10.4;0;0;4;1;2019;1;4;551.865;580.159
17.0;591.67;10.0;1;0;4;1;2019;1;4;566.031;577.593
18.0;611.004;9.0;1;0;4;1;2019;1;4;596.467;591.67
19.0;605.73;6.8;1;0;4;1;2019;1;4;593.502;611.004
20.0;595.028;6.3;1;0;4;1;2019;1;4;583.89;605.73
21.0;586.155;5.7;1;0;4;1;2019;1;4;574.923;595.028
22.0;571.615;5.1;1;0;4;1;2019;1;4;560.805;586.155
23.0;546.439;4.4;1;0;4;1;2019;1;4;538.755;571.615
0.0;514.853;3.7;1;0;5;1;2019;1;5;506.119;546.439
1.0;481.142;3.4;1;0;5;1;2019;1;5;473.726;514.853
2.0;454.754;3.1;1;0;5;1;2019;1;5;449.395;481.142
3.0;440.151;3.0;1;0;5;1;2019;1;5;435.532;454.754
4.0;432.254;2.7;0;0;5;1;2019;1;5;427.882;440.151
5.0;428.926;2.5;1;0;5;1;2019;1;5;426.407;432.254
6.0;431.34;2.1;1;0;5;1;2019;1;5;433.644;428.926
7.0;444.717;2.6;1;0;5;1;2019;1;5;449.355;431.34
8.0;469.888;2.3;1;0;5;1;2019;1;5;477.349;444.717
9.0;503.824;3.1;1;0;5;1;2019;1;5;518.861;469.888
10.0;533.122;4.4;1;0;5;1;2019;1;5;550.57;503.824
11.0;565.424;4.7;1;0;5;1;2019;1;5;581.451;533.122
12.0;579.819;5.5;0;0;5;1;2019;1;5;593.408;565.424
13.0;581.549;5.0;0;0;5;1;2019;1;5;589.397;579.819
14.0;580.582;4.9;0;0;5;1;2019;1;5;584.555;581.549
15.0;580.592;5.6;0;0;5;1;2019;1;5;580.159;580.582
16.0;582.877;5.5;0;0;5;1;2019;1;5;577.593;580.592
17.0;599.62;5.1;0;0;5;1;2019;1;5;591.67;582.877
18.0;612.847;4.9;0;0;5;1;2019;1;5;611.004;599.62
19.0;609.084;5.1;0;0;5;1;2019;1;5;605.73;612.847
20.0;597.462;4.8;0;0;5;1;2019;1;5;595.028;609.084
21.0;586.569;4.6;0;0;5;1;2019;1;5;586.155;597.462
22.0;574.002;2.9;1;0;5;1;2019;1;5;571.615;586.569
23.0;549.747;3.3;1;0;5;1;2019;1;5;546.439;574.002
0.0;518.851;3.0;1;0;6;1;2019;1;6;514.853;549.747
1.0;487.836;2.8;1;0;6;1;2019;1;6;481.142;518.851
2.0;463.039;3.3;1;0;6;1;2019;1;6;454.754;487.836
3.0;446.956;3.7;1;0;6;1;2019;1;6;440.151;463.039
4.0;438.879;4.2;1;0;6;1;2019;1;6;432.254;446.956
5.0;435.766;5.6;1;0;6;1;2019;1;6;428.926;438.879
6.0;441.252;6.4;1;0;6;1;2019;1;6;431.34;435.766
7.0;455.889;6.5;1;0;6;1;2019;1;6;444.717;441.252
8.0;476.991;6.5;1;0;6;1;2019;1;6;469.888;455.889
9.0;506.962;5.0;1;0;6;1;2019;1;6;503.824;476.991
10.0;535.603;6.4;1;0;6;1;2019;1;6;533.122;506.962
11.0;566.499;6.6;1;0;6;1;2019;1;6;565.424;535.603
12.0;576.889;6.6;1;0;6;1;2019;1;6;579.819;566.499
13.0;575.282;7.3;1;0;6;1;2019;1;6;581.549;576.889
14.0;570.88;7.6;0;0;6;1;2019;1;6;580.582;575.282
15.0;568.857;7.5;0;0;6;1;2019;1;6;580.592;570.88
16.0;567.818;7.2;0;0;6;1;2019;1;6;582.877;568.857
17.0;584.424;6.9;0;0;6;1;2019;1;6;599.62;567.818
18.0;615.803;6.9;0;0;6;1;2019;1;6;612.847;584.424
19.0;610.037;3.9;0;0;6;1;2019;1;6;609.084;615.803
20.0;595.185;3.7;0;0;6;1;2019;1;6;597.462;610.037
21.0;584.211;4.2;0;0;6;1;2019;1;6;586.569;595.185
22.0;569.967;4.4;0;0;6;1;2019;1;6;574.002;584.211
23.0;550.543;4.1;0;0;6;1;2019;1;6;549.747;569.967
0.0;523.761;3.6;0;0;7;1;2019;1;0;518.851;550.543
1.0;494.211;4.4;0;0;7;1;2019;1;0;487.836;523.761
2.0;470.672;5.5;1;0;7;1;2019;1;0;463.039;494.211
3.0;455.73;4.2;1;0;7;1;2019;1;0;446.956;470.672
4.0;444.84;3.4;1;0;7;1;2019;1;0;438.879;455.73
5.0;441.119;4.0;1;0;7;1;2019;1;0;435.766;444.84
6.0;443.111;4.4;1;0;7;1;2019;1;0;441.252;441.119
7.0;457.155;4.5;1;0;7;1;2019;1;0;455.889;443.111
8.0;474.355;4.3;1;0;7;1;2019;1;0;476.991;457.155
9.0;499.64;4.4;1;0;7;1;2019;1;0;506.962;474.355
10.0;527.261;4.5;1;0;7;1;2019;1;0;535.603;499.64
11.0;559.133;4.3;1;0;7;1;2019;1;0;566.499;527.261
12.0;572.396;4.3;1;0;7;1;2019;1;0;576.889;559.133
13.0;573.392;4.0;1;0;7;1;2019;1;0;575.282;572.396
14.0;571.958;4.1;1;0;7;1;2019;1;0;570.88;573.392
15.0;567.706;4.0;1;0;7;1;2019;1;0;568.857;571.958
16.0;566.988;3.9;1;0;7;1;2019;1;0;567.818;567.706
17.0;578.985;3.4;1;0;7;1;2019;1;0;584.424;566.988
18.0;600.381;2.7;1;0;7;1;2019;1;0;615.803;578.985
19.0;598.616;1.8;1;0;7;1;2019;1;0;610.037;600.381
20.0;591.654;0.7;1;0;7;1;2019;1;0;595.185;598.616
21.0;584.101;0.7;1;0;7;1;2019;1;0;584.211;591.654
22.0;572.991;0.1;1;0;7;1;2019;1;0;569.967;584.101
23.0;549.779;0.0;1;0;7;1;2019;1;0;550.543;572.991
0.0;517.676;0.1;1;0;8;1;2019;1;1;523.761;549.779
1.0;485.831;0.1;1;0;8;1;2019;1;1;494.211;517.676
2.0;461.959;0.3;1;0;8;1;2019;1;1;470.672;485.831
3.0;449.592;0.4;1;0;8;1;2019;1;1;455.73;461.959
4.0;440.941;1.2;0;0;8;1;2019;1;1;444.84;449.592
5.0;438.613;2.8;0;0;8;1;2019;1;1;441.119;440.941
6.0;441.516;3.5;0;0;8;1;2019;1;1;443.111;438.613
7.0;460.622;3.2;0;0;8;1;2019;1;1;457.155;441.516
8.0;490.891;2.8;0;0;8;1;2019;1;1;474.355;460.622
9.0;527.55;0.3;0;0;8;1;2019;1;1;499.64;490.891
10.0;562.061;1.5;0;0;8;1;2019;1;1;527.261;527.55
11.0;595.013;3.4;0;0;8;1;2019;1;1;559.133;562.061
12.0;609.145;4.4;0;0;8;1;2019;1;1;572.396;595.013
13.0;612.296;5.4;0;0;8;1;2019;1;1;573.392;609.145
14.0;607.071;5.5;0;0;8;1;2019;1;1;571.958;612.296
15.0;600.974;5.5;0;0;8;1;2019;1;1;567.706;607.071
16.0;601.415;5.2;0;0;8;1;2019;1;1;566.988;600.974
17.0;612.895;4.3;0;0;8;1;2019;1;1;578.985;601.415
18.0;636.366;3.3;0;0;8;1;2019;1;1;600.381;612.895
19.0;634.726;2.8;0;0;8;1;2019;1;1;598.616;636.366
20.0;623.147;2.4;0;0;8;1;2019;1;1;591.654;634.726
21.0;613.715;2.4;0;0;8;1;2019;1;1;584.101;623.147
22.0;596.404;2.7;0;0;8;1;2019;1;1;572.991;613.715
23.0;565.146;2.5;0;0;8;1;2019;1;1;549.779;596.404
0.0;526.586;2.5;1;0;9;1;2019;0;2;517.676;565.146
1.0;490.225;2.8;1;0;9;1;2019;0;2;485.831;526.586
2.0;462.781;2.9;1;0;9;1;2019;0;2;461.959;490.225
3.0;451.526;3.0;1;0;9;1;2019;0;2;449.592;462.781
4.0;443.968;2.7;1;0;9;1;2019;0;2;440.941;451.526
5.0;444.199;2.4;1;0;9;1;2019;0;2;438.613;443.968
6.0;458.953;2.2;1;0;9;1;2019;0;2;441.516;444.199
7.0;500.528;2.3;1;0;9;1;2019;0;2;460.622;458.953
8.0;551.167;2.3;1;0;9;1;2019;0;2;490.891;500.528
9.0;601.595;2.2;1;0;9;1;2019;0;2;527.55;551.167
10.0;631.373;2.6;1;0;9;1;2019;0;2;562.061;601.595
11.0;645.058;2.7;1;0;9;1;2019;0;2;595.013;631.373
12.0;654.405;2.6;1;0;9;1;2019;0;2;609.145;645.058
13.0;645.4;2.5;0;0;9;1;2019;0;2;612.296;654.405
14.0;645.871;2.7;0;0;9;1;2019;0;2;607.071;645.4
15.0;645.326;2.7;0;0;9;1;2019;0;2;600.974;645.871
16.0;647.48;2.3;0;0;9;1;2019;0;2;601.415;645.326
17.0;658.086;1.8;0;1;9;1;2019;0;2;612.895;647.48
18.0;672.968;1.1;0;1;9;1;2019;0;2;636.366;658.086
19.0;670.093;0.8;0;1;9;1;2019;0;2;634.726;672.968
20.0;655.441;1.7;0;1;9;1;2019;0;2;623.147;670.093
21.0;638.735;2.1;0;1;9;1;2019;0;2;613.715;655.441
22.0;618.185;2.1;0;1;9;1;2019;0;2;596.404;638.735
23.0;589.581;0.1;0;0;9;1;2019;0;2;565.146;618.185
0.0;545.578;-0.7;0;0;10;1;2019;0;3;526.586;589.581
1.0;510.644;-0.8;0;0;10;1;2019;0;3;490.225;545.578
2.0;485.467;-0.9;0;1;10;1;2019;0;3;462.781;510.644
3.0;472.903;-0.9;0;1;10;1;2019;0;3;451.526;485.467
4.0;467.98;-1.1;0;1;10;1;2019;0;3;443.968;472.903
5.0;469.934;-1.3;0;1;10;1;2019;0;3;444.199;467.98
6.0;482.395;-1.8;0;1;10;1;2019;0;3;458.953;469.934
7.0;521.776;-1.9;0;1;10;1;2019;0;3;500.528;482.395
8.0;574.337;-2.0;0;1;10;1;2019;0;3;551.167;521.776
9.0;622.522;-1.7;0;1;10;1;2019;0;3;601.595;574.337
10.0;649.928;0.5;0;0;10;1;2019;0;3;631.373;622.522
11.0;664.014;3.0;0;1;10;1;2019;0;3;645.058;649.928
12.0;664.645;5.1;0;1;10;1;2019;0;3;654.405;664.014
13.0;655.043;6.2;0;0;10;1;2019;0;3;645.4;664.645
14.0;652.127;6.8;0;0;10;1;2019;0;3;645.871;655.043
15.0;649.644;6.8;0;0;10;1;2019;0;3;645.326;652.127
16.0;651.758;6.7;0;0;10;1;2019;0;3;647.48;649.644
17.0;660.28;6.4;0;0;10;1;2019;0;3;658.086;651.758
18.0;683.453;6.0;0;0;10;1;2019;0;3;672.968;660.28
19.0;685.519;5.8;0;0;10;1;2019;0;3;670.093;683.453
20.0;672.299;5.9;0;0;10;1;2019;0;3;655.441;685.519
21.0;656.303;6.0;0;0;10;1;2019;0;3;638.735;672.299
22.0;635.898;6.6;0;0;10;1;2019;0;3;618.185;656.303
23.0;605.397;7.1;0;0;10;1;2019;0;3;589.581;635.898
0.0;562.44;7.0;0;0;11;1;2019;0;4;545.578;605.397
1.0;526.955;6.9;0;0;11;1;2019;0;4;510.644;562.44
2.0;502.451;6.8;0;0;11;1;2019;0;4;485.467;526.955
3.0;491.572;6.7;0;0;11;1;2019;0;4;472.903;502.451
4.0;482.96;7.1;0;0;11;1;2019;0;4;467.98;491.572
5.0;484.816;7.5;0;0;11;1;2019;0;4;469.934;482.96
6.0;496.701;7.6;0;0;11;1;2019;0;4;482.395;484.816
7.0;541.2;7.5;0;0;11;1;2019;0;4;521.776;496.701
8.0;592.857;7.5;0;0;11;1;2019;0;4;574.337;541.2
9.0;638.386;7.6;0;0;11;1;2019;0;4;622.522;592.857
10.0;666.349;8.5;0;0;11;1;2019;0;4;649.928;638.386
11.0;676.86;9.1;0;1;11;1;2019;0;4;664.014;666.349
12.0;678.31;9.5;0;1;11;1;2019;0;4;664.645;676.86
13.0;668.341;9.8;0;0;11;1;2019;0;4;655.043;678.31
14.0;669.553;9.9;0;0;11;1;2019;0;4;652.127;668.341
15.0;669.468;9.8;0;1;11;1;2019;0;4;649.644;669.553
16.0;669.417;9.4;0;0;11;1;2019;0;4;651.758;669.468
17.0;675.894;9.0;0;0;11;1;2019;0;4;660.28;669.417
18.0;692.44;8.8;0;0;11;1;2019;0;4;683.453;675.894
19.0;683.429;8.8;0;0;11;1;2019;0;4;685.519;692.44
20.0;665.508;8.7;0;0;11;1;2019;0;4;672.299;683.429
21.0;648.204;8.5;0;0;11;1;2019;0;4;656.303;665.508
22.0;627.275;8.4;0;1;11;1;2019;0;4;635.898;648.204
23.0;594.909;8.2;0;1;11;1;2019;0;4;605.397;627.275
0.0;551.422;8.2;0;0;12;1;2019;0;5;562.44;594.909
1.0;512.523;8.2;0;0;12;1;2019;0;5;526.955;551.422
2.0;487.669;8.2;0;0;12;1;2019;0;5;502.451;512.523
3.0;473.608;8.0;0;0;12;1;2019;0;5;491.572;487.669
4.0;461.974;7.5;0;0;12;1;2019;0;5;482.96;473.608
5.0;459.145;6.9;1;0;12;1;2019;0;5;484.816;461.974
6.0;464.982;6.7;1;0;12;1;2019;0;5;496.701;459.145
7.0;487.9;7.7;1;0;12;1;2019;0;5;541.2;464.982
8.0;517.076;7.6;1;0;12;1;2019;0;5;592.857;487.9
9.0;553.876;5.4;1;0;12;1;2019;0;5;638.386;517.076
10.0;586.818;5.4;1;0;12;1;2019;0;5;666.349;553.876
11.0;611.035;5.3;1;0;12;1;2019;0;5;676.86;586.818
12.0;616.155;5.0;1;0;12;1;2019;0;5;678.31;611.035
13.0;609.754;4.8;1;0;12;1;2019;0;5;668.341;616.155
14.0;606.657;4.8;1;0;12;1;2019;0;5;669.553;609.754
15.0;603.685;4.8;1;0;12;1;2019;0;5;669.468;606.657
16.0;603.731;4.9;1;0;12;1;2019;0;5;669.417;603.685
17.0;615.753;5.0;1;0;12;1;2019;0;5;675.894;603.731
18.0;644.929;4.9;1;0;12;1;2019;0;5;692.44;615.753
19.0;644.475;4.7;1;0;12;1;2019;0;5;683.429;644.929
20.0;628.908;4.9;1;0;12;1;2019;0;5;665.508;644.475
21.0;613.957;5.1;1;0;12;1;2019;0;5;648.204;628.908
22.0;596.543;4.9;1;0;12;1;2019;0;5;627.275;613.957
23.0;570.264;5.6;1;0;12;1;2019;0;5;594.909;596.543
0.0;533.876;6.2;0;0;13;1;2019;0;6;551.422;570.264
1.0;497.263;6.7;0;0;13;1;2019;0;6;512.523;533.876
2.0;471.731;6.9;1;0;13;1;2019;0;6;487.669;497.263
3.0;457.084;6.9;1;0;13;1;2019;0;6;473.608;471.731
4.0;447.771;6.5;1;0;13;1;2019;0;6;461.974;457.084
5.0;444.988;6.3;1;0;13;1;2019;0;6;459.145;447.771
6.0;446.747;6.0;1;0;13;1;2019;0;6;464.982;444.988
7.0;462.856;5.3;1;0;13;1;2019;0;6;487.9;446.747
8.0;486.281;5.2;1;0;13;1;2019;0;6;517.076;462.856
9.0;515.416;5.1;1;0;13;1;2019;0;6;553.876;486.281
10.0;548.825;4.9;1;0;13;1;2019;0;6;586.818;515.416
11.0;580.672;4.8;1;0;13;1;2019;0;6;611.035;548.825
12.0;593.523;4.8;1;0;13;1;2019;0;6;616.155;580.672
13.0;597.763;4.7;1;0;13;1;2019;0;6;609.754;593.523
14.0;593.608;4.7;1;0;13;1;2019;0;6;606.657;597.763
15.0;594.079;4.6;1;0;13;1;2019;0;6;603.685;593.608
16.0;597.704;4.5;1;0;13;1;2019;0;6;603.731;594.079
17.0;605.235;4.3;1;0;13;1;2019;0;6;615.753;597.704
18.0;634.792;4.1;1;0;13;1;2019;0;6;644.929;605.235
19.0;632.769;4.1;1;0;13;1;2019;0;6;644.475;634.792
20.0;625.473;4.0;1;0;13;1;2019;0;6;628.908;632.769
21.0;615.133;4.0;1;0;13;1;2019;0;6;613.957;625.473
22.0;594.73;4.0;1;0;13;1;2019;0;6;596.543;615.133
23.0;560.43;4.0;1;0;13;1;2019;0;6;570.264;594.73
0.0;515.933;3.9;1;0;14;1;2019;0;0;533.876;560.43
1.0;476.292;3.7;1;0;14;1;2019;0;0;497.263;515.933
2.0;452.981;3.8;1;0;14;1;2019;0;0;471.731;476.292
3.0;441.695;3.9;1;0;14;1;2019;0;0;457.084;452.981
4.0;438.832;4.0;1;0;14;1;2019;0;0;447.771;441.695
5.0;444.297;4.1;1;0;14;1;2019;0;0;444.988;438.832
6.0;462.947;4.2;1;0;14;1;2019;0;0;446.747;444.297
7.0;508.093;4.3;1;0;14;1;2019;0;0;462.856;462.947
8.0;567.234;4.4;1;0;14;1;2019;0;0;486.281;508.093
9.0;614.285;4.9;1;0;14;1;2019;0;0;515.416;567.234
10.0;643.266;5.7;1;0;14;1;2019;0;0;548.825;614.285
11.0;656.404;6.3;0;0;14;1;2019;0;0;580.672;643.266
12.0;655.062;7.0;0;0;14;1;2019;0;0;593.523;656.404
13.0;647.662;7.3;0;0;14;1;2019;0;0;597.763;655.062
14.0;644.578;8.1;0;0;14;1;2019;0;0;593.608;647.662
15.0;640.213;8.0;0;0;14;1;2019;0;0;594.079;644.578
16.0;640.015;7.9;0;0;14;1;2019;0;0;597.704;640.213
17.0;643.296;7.7;0;0;14;1;2019;0;0;605.235;640.015
18.0;666.709;7.4;0;0;14;1;2019;0;0;634.792;643.296
19.0;668.863;7.5;0;0;14;1;2019;0;0;632.769;666.709
20.0;653.594;7.6;0;0;14;1;2019;0;0;625.473;668.863
21.0;636.024;7.8;0;0;14;1;2019;0;0;615.133;653.594
22.0;619.25;7.5;0;0;14;1;2019;0;0;594.73;636.024
23.0;585.432;7.7;0;0;14;1;2019;0;0;560.43;619.25
0.0;539.956;7.9;0;0;15;1;2019;0;1;515.933;585.432
1.0;500.713;8.1;0;0;15;1;2019;0;1;476.292;539.956
2.0;478.251;8.1;0;0;15;1;2019;0;1;452.981;500.713
3.0;466.489;8.0;1;0;15;1;2019;0;1;441.695;478.251
4.0;462.596;7.8;1;0;15;1;2019;0;1;438.832;466.489
5.0;464.175;7.5;1;0;15;1;2019;0;1;444.297;462.596
6.0;475.822;7.0;1;0;15;1;2019;0;1;462.947;464.175
7.0;521.317;6.2;1;0;15;1;2019;0;1;508.093;475.822
8.0;581.767;6.4;1;0;15;1;2019;0;1;567.234;521.317
9.0;622.777;6.5;1;0;15;1;2019;0;1;614.285;581.767
10.0;646.712;7.2;0;0;15;1;2019;0;1;643.266;622.777
11.0;657.403;8.3;0;0;15;1;2019;0;1;656.404;646.712
12.0;656.1;9.3;0;0;15;1;2019;0;1;655.062;657.403
13.0;649.221;9.7;0;0;15;1;2019;0;1;647.662;656.1
14.0;645.381;10.3;0;0;15;1;2019;0;1;644.578;649.221
15.0;644.725;10.6;0;0;15;1;2019;0;1;640.213;645.381
16.0;644.097;10.6;0;0;15;1;2019;0;1;640.015;644.725
17.0;644.426;10.8;0;0;15;1;2019;0;1;643.296;644.097
18.0;666.675;10.9;1;0;15;1;2019;0;1;666.709;644.426
19.0;666.014;11.1;0;0;15;1;2019;0;1;668.863;666.675
20.0;652.486;11.3;1;0;15;1;2019;0;1;653.594;666.014
21.0;640.995;11.0;1;0;15;1;2019;0;1;636.024;652.486
22.0;621.91;10.5;1;0;15;1;2019;0;1;619.25;640.995
23.0;588.595;10.0;1;0;15;1;2019;0;1;585.432;621.91
0.0;543.942;10.0;1;0;16;1;2019;0;2;539.956;588.595
1.0;502.007;10.6;1;0;16;1;2019;0;2;500.713;543.942
2.0;480.259;11.4;0;0;16;1;2019;0;2;478.251;502.007
3.0;468.035;11.9;0;0;16;1;2019;0;2;466.489;480.259
4.0;462.163;11.9;0;0;16;1;2019;0;2;462.596;468.035
5.0;464.27;11.7;0;0;16;1;2019;0;2;464.175;462.163
6.0;481.208;11.5;0;0;16;1;2019;0;2;475.822;464.27
7.0;525.927;11.0;1;0;16;1;2019;0;2;521.317;481.208
8.0;582.542;10.1;1;0;16;1;2019;0;2;581.767;525.927
9.0;616.275;8.5;1;0;16;1;2019;0;2;622.777;582.542
10.0;640.63;6.7;1;0;16;1;2019;0;2;646.712;616.275
11.0;650.671;6.2;1;0;16;1;2019;0;2;657.403;640.63
12.0;646.196;5.5;1;0;16;1;2019;0;2;656.1;650.671
13.0;633.629;4.9;1;0;16;1;2019;0;2;649.221;646.196
14.0;636.179;4.2;1;0;16;1;2019;0;2;645.381;633.629
15.0;636.37;3.6;1;0;16;1;2019;0;2;644.725;636.179
16.0;640.059;3.0;1;0;16;1;2019;0;2;644.097;636.37
17.0;644.681;2.8;1;0;16;1;2019;0;2;644.426;640.059
18.0;662.912;2.8;1;0;16;1;2019;0;2;666.675;644.681
19.0;660.033;2.7;1;0;16;1;2019;0;2;666.014;662.912
20.0;648.466;2.5;1;0;16;1;2019;0;2;652.486;660.033
21.0;633.047;2.3;1;0;16;1;2019;0;2;640.995;648.466
22.0;611.44;2.0;1;0;16;1;2019;0;2;621.91;633.047
23.0;577.663;1.9;1;0;16;1;2019;0;2;588.595;611.44
0.0;532.551;1.7;1;0;17;1;2019;0;3;543.942;577.663
1.0;495.713;1.6;1;0;17;1;2019;0;3;502.007;532.551
2.0;470.183;1.7;1;0;17;1;2019;0;3;480.259;495.713
3.0;461.196;1.7;0;0;17;1;2019;0;3;468.035;470.183
4.0;454.556;1.6;0;0;17;1;2019;0;3;462.163;461.196
5.0;455.094;1.3;0;0;17;1;2019;0;3;464.27;454.556
6.0;469.081;0.9;0;0;17;1;2019;0;3;481.208;455.094
7.0;515.752;0.6;0;0;17;1;2019;0;3;525.927;469.081
8.0;573.488;0.7;0;0;17;1;2019;0;3;582.542;515.752
9.0;615.922;1.3;0;1;17;1;2019;0;3;616.275;573.488
10.0;640.119;2.9;0;1;17;1;2019;0;3;640.63;615.922
11.0;655.269;3.0;0;1;17;1;2019;0;3;650.671;640.119
12.0;654.465;2.9;0;1;17;1;2019;0;3;646.196;655.269
