date,time,target,predict,temp,temp_pred,weather_fact,weather_pred
2019-01-08,17,612.895,617.9917649250859,-0.5,1.0,"пасм, снег, ветер","пасм, 70% снег"
2019-01-08,18,636.366,641.9914451163513,-0.8,1.0,пасмурно,"пасм, 50% дождь"
2019-01-08,19,634.726,642.7605147500223,-0.8,1.0,пасмурно,"пасм, 50% дождь"
2019-01-08,20,623.147,632.8523503397456,-0.8,1.0,пасмурно,"пасм, 50% дождь"
2019-01-08,21,613.715,621.9931009601052,-0.7,1.0,пасмурно,"пасм, 50% дождь"
2019-01-08,22,596.404,603.0434534644484,-0.7,1.0,пасмурно,"пасм, 50% дождь"
2019-01-08,23,565.146,571.0812343424963,-0.7,1.0,пасмурно,"пасм, 50% дождь"
2019-01-09,0,526.586,525.0077218741854,-1.1,1.0,пасмурно,"обл, 45% снег"
2019-01-09,1,490.225,487.0071629575778,-1.1,1.0,пасмурно,"обл, 45% снег"
2019-01-09,2,462.781,465.0068393742786,-1.1,1.0,пасмурно,"обл, 45% снег"
2019-01-09,3,451.526,452.00664816596543,-1.6,0.0,пасмурно,"обл, 45% снег"
2019-01-09,4,443.968,446.0065599159747,-1.6,0.0,пасмурно,"обл, 45% снег"
2019-01-09,5,444.199,447.0065746243065,-1.6,0.0,пасмурно,"обл, 45% снег"
2019-01-09,6,458.953,464.22232783559224,-1.9,0.0,пасмурно,"обл, 45% снег"
2019-01-09,7,500.528,512.344035615226,-1.9,0.0,пасмурно,"обл, 45% снег"
2019-01-09,8,551.167,569.1703714235337,-1.9,0.0,пасмурно,"обл, 45% снег"
2019-01-09,9,601.595,611.9314900014459,-2.0,0.0,пасмурно,"обл, 45% снег"
2019-01-09,10,631.373,637.8050786886394,-2.0,0.0,пасмурно,"обл, 45% снег"
2019-01-09,11,645.058,647.1747194310776,-2.0,0.0,пасмурно,"обл, 45% снег"
2019-01-09,12,654.405,646.1821201681463,-1.6,0.0,пасмурно,"обл, 45% снег"
2019-01-09,13,645.4,636.2561275388354,-1.6,0.0,пасмурно,"обл, 45% снег"
2019-01-09,14,645.871,639.2339253276285,-1.6,0.0,пасмурно,"обл, 45% снег"
2019-01-09,15,645.326,638.2413260646975,-2.1,-1.0,пасмурно,"обл, 24% дождь"
2019-01-09,16,647.48,641.2191238534909,-2.1,-1.0,пасмурно,"обл, 24% дождь"
2019-01-09,17,658.086,655.1155135345264,-2.1,-1.0,пасмурно,"обл, 24% дождь"
2019-01-09,18,672.968,664.0489069009062,-2.9,-2.0,"пасм,снег","обл, 24% дождь"
2019-01-09,19,670.093,658.0710649871172,-2.9,-2.0,"пасм,снег","обл, 24% дождь"
2019-01-09,20,655.441,645.167274569013,-2.9,-2.0,"пасм,снег","обл, 24% дождь"
2019-01-09,21,638.735,630.2857010704478,-3.8,-2.0,"пасм,снег","обл, 24% дождь"
2019-01-09,22,618.185,608.4336863951623,-3.8,-2.0,"пасм,снег","обл, 24% дождь"
2019-01-09,23,589.581,578.0556996822296,-3.8,-2.0,"пасм,снег","обл, 24% дождь"
2019-01-10,0,545.578,533.898305084746,-4.9,-3.0,снег,обл с проясн
2019-01-10,1,510.644,495.2542372881358,-4.9,-3.0,снег,обл с проясн
2019-01-10,2,485.467,472.8813559322036,-4.9,-3.0,снег,обл с проясн
2019-01-10,3,472.903,459.66101694915267,-5.5,-4.0,снег,обл с проясн
2019-01-10,4,467.98,453.5593220338984,-5.5,-4.0,снег,обл с проясн
2019-01-10,5,469.934,456.61016949152565,-5.5,-4.0,снег,обл с проясн
2019-01-10,6,482.395,474.9152542372883,-5.9,-4.0,снег,обл с проясн
2019-01-10,7,521.776,522.7118644067799,-5.9,-4.0,снег,обл с проясн
2019-01-10,8,574.337,583.7288135593222,-5.9,-4.0,снег,обл с проясн
2019-01-10,9,622.522,624.4067796610173,-5.5,-3.0,снег,обл с проясн
2019-01-10,10,649.928,649.7796610169493,-5.5,-3.0,снег,обл с проясн
2019-01-10,11,664.014,656.9152542372883,-5.5,-3.0,снег,обл с проясн
2019-01-10,12,664.645,652.8813559322039,-4.8,-3.0,прояснения,обл с проясн
2019-01-10,13,655.043,642.7118644067799,-4.8,-3.0,прояснения,обл с проясн
2019-01-10,14,652.127,643.7288135593224,-4.8,-3.0,прояснения,обл с проясн
2019-01-10,15,649.644,642.7118644067799,-8.4,-4.0,прояснения,обл с проясн
2019-01-10,16,651.758,645.762711864407,-8.4,-4.0,прояснения,обл с проясн
2019-01-10,17,660.28,663.0508474576274,-8.4,-4.0,прояснения,обл с проясн
2019-01-10,18,683.453,673.1525423728812,-8.6,-4.0,прояснения,обл с проясн
2019-01-10,19,685.519,670.1016949152543,-8.6,-4.0,прояснения,обл с проясн
2019-01-10,20,672.299,655.8813559322034,-8.6,-4.0,прояснения,обл с проясн
2019-01-10,21,656.303,638.6101694915253,-8.2,-3.0,прояснения,обл с проясн
2019-01-10,22,635.898,620.2881355932202,-8.2,-3.0,прояснения,обл с проясн
2019-01-10,23,605.397,589.7966101694913,-8.2,-3.0,прояснения,обл с проясн
2019-01-11,0,562.44,548.670997628709,-9.0,-10.0,пасмурно,малообл
2019-01-11,1,526.955,510.8702379044198,-9.0,-10.0,пасмурно,малообл
2019-01-11,2,502.451,486.8220269470782,-9.0,-10.0,пасмурно,малообл
2019-01-11,3,491.572,473.3124702073516,-7.3,-7.0,пасмурно,малообл
2019-01-11,4,482.96,466.5166931826898,-7.3,-7.0,пасмурно,малообл
2019-01-11,5,484.816,466.78968422561684,-7.3,-7.0,пасмурно,малообл
2019-01-11,6,496.701,482.11218148119275,-6.6,-5.0,пасмурно,малообл
2019-01-11,7,541.2,527.9826764304703,-6.6,-5.0,пасмурно,малообл
2019-01-11,8,592.857,586.9807406528145,-6.6,-5.0,пасмурно,малообл
2019-01-11,9,638.386,634.7631728697721,-3.2,-3.0,малообл,пасмурно
2019-01-11,10,666.349,658.5113936700509,-3.2,-3.0,малообл,пасмурно
2019-01-11,11,676.86,668.7380581243207,-3.2,-3.0,малообл,пасмурно
2019-01-11,12,678.31,666.7601230220868,-1.0,-1.0,"пасм, снег, ветер","пасм, 40% снег"
2019-01-11,13,668.341,655.7434844875519,-1.0,-1.0,"пасм, снег, ветер","пасм, 40% снег"
2019-01-11,14,669.553,656.8254489873583,-1.0,-1.0,"пасм, снег, ветер","пасм, 40% снег"
2019-01-11,15,669.468,657.2184360931104,-0.7,0.0,"пасм, снег, ветер","пасм, 70% снег, ветер"
2019-01-11,16,669.417,657.3254325824628,-0.7,0.0,"пасм, снег, ветер","пасм, 70% снег, ветер"
2019-01-11,17,675.894,671.205977149757,-0.7,0.0,"пасм, снег, ветер","пасм, 70% снег, ветер"
2019-01-11,18,692.44,678.7827285499724,0.3,2.0,"пасм, морось, ветер","пасм, 70% снег, ветер"
2019-01-11,19,683.429,676.8067933821189,0.3,2.0,"пасм, морось, ветер","пасм, 70% снег, ветер"
2019-01-11,20,665.508,661.1013086926928,0.3,2.0,"пасм, морось, ветер","пасм, 70% снег, ветер"
2019-01-11,21,648.204,645.3668249547508,1.9,2.0,"пасм, морось, ветер","пасм, 70% снег, ветер"
2019-01-11,22,627.275,625.466477902397,1.9,2.0,"пасм, морось, ветер","пасм, 70% снег, ветер"
2019-01-11,23,594.909,590.3266308712546,1.9,2.0,"пасм, морось, ветер","пасм, 70% снег, ветер"
2019-01-12,0,551.422,544.0,1.0,1.0,"пасм, морось",пасмурно
2019-01-12,1,512.523,507.0,1.0,1.0,"пасм, морось",пасмурно
2019-01-12,2,487.669,479.00000000000006,1.0,1.0,"пасм, морось",пасмурно
2019-01-12,3,473.608,463.0,1.8,1.0,обл с проясн,пасмурно
2019-01-12,4,461.974,454.99999999999994,1.8,1.0,обл с проясн,пасмурно
2019-01-12,5,459.145,453.0,1.8,1.0,обл с проясн,пасмурно
2019-01-12,6,464.982,458.00000000000006,0.6,1.0,обл с проясн,пасмурно
2019-01-12,7,487.9,476.00000000000006,0.6,1.0,обл с проясн,пасмурно
2019-01-12,8,517.076,506.0,0.6,1.0,обл с проясн,пасмурно
2019-01-12,9,553.876,546.0,2.2,1.0,обл с проясн,пасмурно
2019-01-12,10,586.818,581.0,2.2,1.0,обл с проясн,пасмурно
2019-01-12,11,611.035,605.0,2.2,1.0,обл с проясн,пасмурно
2019-01-12,12,616.155,612.0,3.2,1.0,пасмурно,обл с проясн
2019-01-12,13,609.754,609.0,3.2,1.0,пасмурно,обл с проясн
2019-01-12,14,606.657,607.0,3.2,1.0,пасмурно,обл с проясн
2019-01-12,15,603.685,605.0,1.2,0.0,пасмурно,обл с проясн
2019-01-12,16,603.731,608.0,1.2,0.0,пасмурно,обл с проясн
2019-01-12,17,615.753,622.0,1.2,0.0,пасмурно,обл с проясн
2019-01-12,18,644.929,645.0,0.4,0.0,пасмурно,"обл с проясн, 46% снег"
2019-01-12,19,644.475,645.0,0.4,0.0,пасмурно,"обл с проясн, 46% снег"
2019-01-12,20,628.908,637.0,0.4,0.0,пасмурно,"обл с проясн, 46% снег"
2019-01-12,21,613.957,624.0,1.0,1.0,пасмурно,"обл с проясн, 46% снег"
2019-01-12,22,596.543,606.0,1.0,1.0,пасмурно,"обл с проясн, 46% снег"
2019-01-12,23,570.264,582.0,1.0,1.0,пасмурно,"обл с проясн, 46% снег"
2019-01-13,0,533.876,536.0,1.6,1.0,"пасм, дождь","пасм, 68% снег"
2019-01-13,1,497.263,503.0,1.6,1.0,"пасм, дождь","пасм, 68% снег"
2019-01-13,2,471.731,477.99999999999994,1.6,1.0,"пасм, дождь","пасм, 68% снег"
2019-01-13,3,457.084,464.00000000000006,1.7,2.0,"пасм, дождь","пасм, 68% снег"
2019-01-13,4,447.771,457.0,1.7,2.0,"пасм, дождь","пасм, 68% снег"
2019-01-13,5,444.988,454.0,1.7,2.0,"пасм, дождь","пасм, 68% снег"
2019-01-13,6,446.747,457.0,2.2,2.0,"пасм, морось","пасм, 50% снег"
2019-01-13,7,462.856,471.00000000000006,2.2,2.0,"пасм, морось","пасм, 50% снег"
2019-01-13,8,486.281,495.0,2.2,2.0,"пасм, морось","пасм, 50% снег"
2019-01-13,9,515.416,526.0,2.8,2.0,"пасм, морось","пасм, 50% снег"
2019-01-13,10,548.825,561.0,2.8,2.0,"пасм, морось","пасм, 50% снег"
2019-01-13,11,580.672,592.0,2.8,2.0,"пасм, морось","пасм, 50% снег"
